kara.lemanski.19	55.976612842894745
clifford.aikin.19	85.57135331484936
buena.trivedi.19	60.139172361483084
lacy.mattes.19	94.24747982152927
keven.monks.19	86.50741992736235
allie.taniguchi.19	71.91069302711243
iesha.murrell.19	77.48385814692708
mandie.hallam.19	78.21506107251417
melvin.ellery.19	83.58714624453582
scottie.lank.19	73.8476085143463
sanda.castelli.19	77.18091491245909
ludie.truesdale.19	59.910093358521486
kerri.durr.19	84.78885128632463
donnetta.goss.19	69.63675424898375
magaret.aumick.19	95.74236217618238
tatiana.tardiff.19	82.73870164988692
gilma.guess.19	70.42222842234236
winfred.willems.19	74.35391422778818
marchelle.mahr.19	66.66684881589522
ivana.dries.19	88.49082763201832
laquita.busse.19	98.65434818592743
tawanda.sward.19	68.31857835833956
lekisha.byer.19	83.0395005645423
velva.neitzel.19	75.93754962521052
taylor.wasser.19	53.35117384518268
conception.dunstan.19	95.60480653247787
sherwood.moshier.19	72.07922517159398
elizabeth.cothran.19	64.60826754474596
izetta.grill.19	75.30286389713442
irwin.ogren.19	54.793101880937165
