jarrett.mcalexander.19	80.92037934952677
virgie.spohn.19	72.50628885920507
miguelina.venzon.19	71.92703841893274
jasper.giberson.19	87.23770069876494
kai.scianna.19	82.70197719573223
kizzie.bonham.19	90.10492229947614
majorie.kanner.19	78.57574529064189
clora.erikson.19	85.49413222991194
lyda.shepardson.19	83.68561446915834
beverlee.millar.19	60.50004253529211
oda.giordano.19	76.99578402268898
jo.pollitt.19	70.77262822745048
iesha.pelchat.19	68.86281012586299
lanora.phinney.19	62.94903296095004
ria.vallejo.19	82.55020832643247
charisse.roiger.19	77.56577406935091
theola.francoeur.19	68.45097586383838
roxie.gutierrez.19	88.0331197878453
kathryn.crossland.19	75.97155817680331
jaime.cato.19	76.69525255768441
alecia.belfield.19	75.80513522223342
nicolette.belle.19	80.15225691934776
lu.elks.19	90.48172306164096
joanie.stermer.19	70.09743802439473
daron.severa.19	66.52139267455729
