jarrett.mcalexander.19	85.02966217415852
virgie.spohn.19	73.02525907440669
miguelina.venzon.19	79.56209015328744
jasper.giberson.19	83.96844224060487
kai.scianna.19	69.8635088017258
kizzie.bonham.19	91.51034064320962
majorie.kanner.19	82.26016615451495
clora.erikson.19	93.92960455122056
lyda.shepardson.19	73.6198906616004
beverlee.millar.19	79.00862897901995
oda.giordano.19	95.12759680367077
jo.pollitt.19	71.9758549899177
iesha.pelchat.19	85.33813530337463
lanora.phinney.19	71.29822680263037
ria.vallejo.19	83.92000180823962
charisse.roiger.19	82.4414248149876
theola.francoeur.19	77.48157784397051
roxie.gutierrez.19	76.46531895436853
kathryn.crossland.19	78.35599367735001
jaime.cato.19	83.77154335206457
alecia.belfield.19	80.03862299207931
nicolette.belle.19	86.75836606930287
lu.elks.19	87.77139483048651
joanie.stermer.19	89.1008502631441
daron.severa.19	78.93339085470667
