jarrett.mcalexander.19	85.3670344895439
virgie.spohn.19	74.81981622307647
miguelina.venzon.19	77.44398787888015
jasper.giberson.19	81.41529414128146
kai.scianna.19	76.54208640747927
kizzie.bonham.19	81.15084901040312
majorie.kanner.19	82.33571387863005
clora.erikson.19	86.0457463341949
lyda.shepardson.19	77.91681396201173
beverlee.millar.19	72.79935497874952
oda.giordano.19	85.92283703028576
jo.pollitt.19	71.67183032248981
iesha.pelchat.19	83.3793378212684
lanora.phinney.19	71.6385312825932
ria.vallejo.19	78.80881493701555
charisse.roiger.19	81.50605706209974
theola.francoeur.19	77.18990563606977
roxie.gutierrez.19	76.43392041006418
kathryn.crossland.19	79.62756177734165
jaime.cato.19	81.06599774499803
alecia.belfield.19	77.89464556586866
nicolette.belle.19	82.75982647902255
lu.elks.19	87.65196893479475
joanie.stermer.19	81.86049791003717
daron.severa.19	79.35495522002424
